tourney_date,tourney_name,surface,tourney_level,round,winner_name,winner_rank,loser_name,loser_rank,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_bpSaved,l_bpFaced,year
2024-05-06,Rome Masters,Clay,M,R128,Luca Nardi,81.0,Daniel Altmaier,78.0,6-4 6-4,3,88.0,1.0,1.0,61.0,40.0,30.0,4.0,6.0,2.0,1.0,53.0,42.0,25.0,0.0,4.0,2024
2024-05-06,Rome Masters,Clay,M,R128,Aslan Karatsev,86.0,Mackenzie Mcdonald,76.0,4-6 6-3 6-4,3,149.0,2.0,4.0,99.0,63.0,42.0,4.0,7.0,0.0,3.0,83.0,58.0,41.0,2.0,6.0,2024
2024-05-06,Rome Masters,Clay,M,R128,Dominik Koepfer,52.0,Andrea Vavassori,168.0,6-4 6-3,3,87.0,5.0,3.0,62.0,39.0,33.0,3.0,4.0,3.0,1.0,64.0,43.0,28.0,5.0,8.0,2024
2024-05-06,Rome Masters,Clay,M,R128,Hamad Medjedovic,121.0,Alexei Popyrin,42.0,6-3 6-2,3,75.0,9.0,2.0,47.0,24.0,21.0,1.0,1.0,9.0,2.0,49.0,26.0,16.0,0.0,3.0,2024
2024-05-06,Rome Masters,Clay,M,R128,Jack Draper,40.0,Borna Coric,55.0,7-5 6-1,3,96.0,8.0,1.0,49.0,38.0,35.0,0.0,0.0,2.0,0.0,72.0,43.0,29.0,10.0,13.0,2024
2024-05-20,Geneva,Clay,A,F,Casper Ruud,7.0,Tomas Machac,44.0,7-5 6-3,3,107.0,2.0,0.0,74.0,48.0,33.0,0.0,1.0,3.0,3.0,71.0,38.0,23.0,1.0,4.0,2024
2024-05-20,Geneva,Clay,A,SF,Tomas Machac,44.0,Novak Djokovic,1.0,6-4 0-6 6-1,3,126.0,4.0,2.0,75.0,46.0,27.0,7.0,11.0,4.0,2.0,92.0,60.0,38.0,7.0,12.0,2024
2024-05-20,Geneva,Clay,A,SF,Casper Ruud,7.0,Flavio Cobolli,56.0,1-6 6-1 7-6(4),3,110.0,2.0,2.0,77.0,49.0,32.0,3.0,6.0,8.0,1.0,83.0,51.0,34.0,6.0,9.0,2024
2024-05-20,Geneva,Clay,A,QF,Novak Djokovic,1.0,Tallon Griekspoor,27.0,7-5 6-1,3,77.0,4.0,1.0,53.0,38.0,33.0,7.0,7.0,4.0,5.0,55.0,32.0,23.0,5.0,9.0,2024
2024-05-20,Geneva,Clay,A,QF,Tomas Machac,44.0,Alex Michelsen,65.0,6-3 7-6(2),3,89.0,5.0,2.0,62.0,41.0,33.0,1.0,2.0,1.0,1.0,57.0,43.0,31.0,1.0,3.0,2024
2024-05-20,Geneva,Clay,A,QF,Flavio Cobolli,56.0,Alexander Shevchenko,61.0,6-4 6-4,3,82.0,1.0,1.0,69.0,38.0,31.0,5.0,6.0,2.0,1.0,56.0,40.0,25.0,2.0,5.0,2024
2024-05-20,Geneva,Clay,A,QF,Casper Ruud,7.0,Sebastian Baez,20.0,6-3 3-6 6-4,3,123.0,3.0,0.0,79.0,50.0,34.0,0.0,3.0,2.0,2.0,84.0,67.0,46.0,1.0,5.0,2024
2024-05-20,Geneva,Clay,A,R16,Novak Djokovic,1.0,Yannick Hanfmann,85.0,6-3 6-3,3,89.0,3.0,2.0,68.0,45.0,32.0,10.0,11.0,3.0,0.0,50.0,42.0,24.0,5.0,9.0,2024
2024-05-20,Geneva,Clay,A,R16,Tallon Griekspoor,27.0,Denis Shapovalov,123.0,6-7(7) 7-6(4) 6-3,3,142.0,5.0,6.0,104.0,59.0,50.0,0.0,1.0,10.0,4.0,97.0,62.0,51.0,0.0,2.0,2024
2024-05-20,Geneva,Clay,A,R16,Alex Michelsen,65.0,Taylor Fritz,12.0,6-4 4-6 7-5,3,159.0,2.0,2.0,95.0,70.0,44.0,4.0,8.0,10.0,3.0,118.0,67.0,42.0,8.0,13.0,2024
2024-05-20,Geneva,Clay,A,R16,Tomas Machac,44.0,Nicolas Moreno De Alboran,140.0,4-6 7-5 6-0,3,116.0,10.0,2.0,86.0,61.0,47.0,3.0,4.0,12.0,2.0,81.0,48.0,34.0,1.0,5.0,2024
2024-05-20,Geneva,Clay,A,R16,Alexander Shevchenko,61.0,Emil Ruusuvuori,66.0,W/O,3,0.0,,,,,,,,,,,,,,,2024
2024-05-20,Geneva,Clay,A,R16,Flavio Cobolli,56.0,Ben Shelton,15.0,4-6 7-6(1) 6-2,3,121.0,6.0,4.0,86.0,60.0,47.0,3.0,5.0,8.0,9.0,101.0,61.0,46.0,4.0,7.0,2024
2024-05-20,Geneva,Clay,A,R16,Sebastian Baez,20.0,Roberto Carballes Baena,62.0,6-3 6-0,3,71.0,1.0,1.0,52.0,42.0,29.0,6.0,6.0,0.0,1.0,49.0,38.0,19.0,4.0,9.0,2024
2024-05-20,Geneva,Clay,A,R16,Casper Ruud,7.0,Sebastian Ofner,45.0,4-6 6-2 6-2,3,107.0,4.0,1.0,70.0,42.0,29.0,0.0,2.0,1.0,0.0,81.0,39.0,28.0,7.0,12.0,2024
2024-05-20,Geneva,Clay,A,R32,Yannick Hanfmann,85.0,Andy Murray,75.0,7-5 6-2,3,102.0,4.0,1.0,60.0,43.0,32.0,0.0,0.0,2.0,3.0,57.0,23.0,14.0,2.0,5.0,2024
2024-05-20,Geneva,Clay,A,R32,Denis Shapovalov,123.0,Federico Coria,69.0,7-5 6-0,3,83.0,1.0,2.0,57.0,31.0,22.0,3.0,4.0,0.0,0.0,63.0,50.0,25.0,2.0,7.0,2024
2024-05-20,Geneva,Clay,A,R32,Tallon Griekspoor,27.0,Christopher Eubanks,43.0,6-4 1-6 6-3,3,104.0,4.0,3.0,70.0,32.0,23.0,1.0,3.0,10.0,4.0,83.0,57.0,44.0,5.0,7.0,2024
2024-05-20,Geneva,Clay,A,R32,Alex Michelsen,65.0,Aleksandar Kovacevic,88.0,3-6 6-3 6-4,3,116.0,5.0,3.0,78.0,55.0,40.0,2.0,3.0,5.0,4.0,80.0,47.0,36.0,0.0,2.0,2024
2024-05-20,Geneva,Clay,A,R32,Nicolas Moreno De Alboran,140.0,David Goffin,115.0,6-2 6-1,3,68.0,5.0,1.0,52.0,32.0,24.0,1.0,1.0,3.0,4.0,45.0,17.0,12.0,1.0,5.0,2024
2024-05-20,Geneva,Clay,A,R32,Tomas Machac,44.0,Jack Draper,35.0,7-6(6) 6-1,3,107.0,6.0,3.0,93.0,60.0,44.0,4.0,4.0,6.0,5.0,57.0,28.0,23.0,1.0,3.0,2024
2024-05-20,Geneva,Clay,A,R32,Alexander Shevchenko,61.0,Fabian Marozsan,41.0,6-4 7-6(4),3,91.0,6.0,1.0,74.0,46.0,35.0,2.0,3.0,2.0,2.0,71.0,40.0,24.0,2.0,4.0,2024
2024-05-20,Geneva,Clay,A,R32,Emil Ruusuvuori,66.0,Marcos Giron,48.0,6-3 6-3,3,95.0,3.0,1.0,55.0,34.0,22.0,3.0,4.0,5.0,3.0,72.0,41.0,26.0,7.0,11.0,2024
2024-05-20,Geneva,Clay,A,R32,Flavio Cobolli,56.0,Aslan Karatsev,82.0,7-5 6-1,3,86.0,5.0,1.0,55.0,32.0,23.0,2.0,4.0,0.0,5.0,73.0,48.0,28.0,10.0,15.0,2024
2024-05-20,Geneva,Clay,A,R32,Sebastian Baez,20.0,Sumit Nagal,94.0,7-6(7) 6-3,3,99.0,2.0,1.0,71.0,55.0,40.0,0.0,1.0,0.0,0.0,59.0,43.0,30.0,1.0,3.0,2024
2024-05-20,Geneva,Clay,A,R32,Roberto Carballes Baena,62.0,Daniel Altmaier,83.0,7-6(2) 6-4,3,129.0,0.0,1.0,78.0,50.0,36.0,5.0,6.0,5.0,0.0,78.0,34.0,24.0,6.0,8.0,2024
2024-05-20,Geneva,Clay,A,R32,Sebastian Ofner,45.0,Rinky Hijikata,78.0,4-6 6-4 6-3,3,119.0,6.0,2.0,79.0,40.0,33.0,2.0,6.0,0.0,2.0,85.0,52.0,33.0,4.0,9.0,2024
2024-05-20,Lyon,Clay,A,F,Giovanni Mpetshi Perricard,117.0,Tomas Martin Etcheverry,29.0,6-4 1-6 7-6(7),3,148.0,11.0,2.0,105.0,75.0,51.0,9.0,14.0,5.0,2.0,97.0,66.0,43.0,3.0,6.0,2024
2024-05-20,Lyon,Clay,A,SF,Tomas Martin Etcheverry,29.0,Luciano Darderi,47.0,6-2 6-4,3,90.0,8.0,1.0,52.0,30.0,25.0,3.0,3.0,1.0,2.0,53.0,28.0,17.0,3.0,6.0,2024
2024-05-20,Lyon,Clay,A,SF,Giovanni Mpetshi Perricard,117.0,Alexander Bublik,19.0,6-4 7-5,3,77.0,3.0,2.0,55.0,40.0,34.0,1.0,2.0,8.0,8.0,82.0,49.0,31.0,7.0,10.0,2024
2024-05-20,Lyon,Clay,A,QF,Tomas Martin Etcheverry,29.0,Dominik Koepfer,67.0,6-4 6-1,3,100.0,2.0,0.0,76.0,55.0,37.0,14.0,15.0,1.0,2.0,41.0,23.0,12.0,1.0,5.0,2024
2024-05-20,Lyon,Clay,A,QF,Luciano Darderi,47.0,Arthur Rinderknech,73.0,W/O,3,0.0,,,,,,,,,,,,,,,2024
2024-05-20,Lyon,Clay,A,QF,Giovanni Mpetshi Perricard,117.0,Hugo Gaston,104.0,6-4 4-6 6-3,3,118.0,13.0,6.0,93.0,59.0,43.0,7.0,10.0,1.0,3.0,99.0,66.0,44.0,7.0,11.0,2024
2024-05-20,Lyon,Clay,A,QF,Alexander Bublik,19.0,Pavel Kotov,57.0,6-7(4) 7-6(4) 6-3,3,191.0,11.0,8.0,136.0,87.0,60.0,13.0,17.0,3.0,2.0,115.0,79.0,46.0,3.0,8.0,2024
2024-05-20,Lyon,Clay,A,R16,Dominik Koepfer,67.0,Ugo Humbert,17.0,2-6 6-4 6-4,3,124.0,6.0,2.0,76.0,54.0,34.0,5.0,9.0,2.0,2.0,93.0,62.0,41.0,1.0,5.0,2024
2024-05-20,Lyon,Clay,A,R16,Tomas Martin Etcheverry,29.0,Thiago Seyboth Wild,58.0,7-5 3-0 RET,3,100.0,3.0,1.0,55.0,39.0,29.0,6.0,7.0,0.0,2.0,52.0,33.0,18.0,5.0,8.0,2024
2024-05-20,Lyon,Clay,A,R16,Luciano Darderi,47.0,Adrian Mannarino,22.0,7-6(4) 6-3,3,120.0,3.0,0.0,69.0,53.0,40.0,2.0,4.0,6.0,0.0,81.0,47.0,33.0,9.0,12.0,2024
2024-05-20,Lyon,Clay,A,R16,Arthur Rinderknech,73.0,Frances Tiafoe,26.0,7-6(7) 6-4,3,132.0,8.0,5.0,82.0,43.0,37.0,8.0,9.0,13.0,2.0,88.0,49.0,37.0,7.0,9.0,2024
2024-05-20,Lyon,Clay,A,R16,Giovanni Mpetshi Perricard,117.0,Yoshihito Nishioka,72.0,W/O,3,0.0,,,,,,,,,,,,,,,2024
2024-05-20,Lyon,Clay,A,R16,Hugo Gaston,104.0,Francisco Cerundolo,23.0,6-2 2-6 6-3,3,97.0,2.0,1.0,75.0,48.0,30.0,2.0,5.0,4.0,0.0,75.0,52.0,30.0,3.0,8.0,2024
2024-05-20,Lyon,Clay,A,R16,Pavel Kotov,57.0,Alexandre Muller,90.0,7-6(8) 6-1,3,94.0,2.0,4.0,69.0,44.0,34.0,1.0,2.0,1.0,1.0,56.0,40.0,25.0,0.0,3.0,2024
2024-05-20,Lyon,Clay,A,R16,Alexander Bublik,19.0,Aleksandar Vukic,93.0,6-4 6-2,3,69.0,10.0,4.0,53.0,29.0,24.0,2.0,2.0,3.0,0.0,52.0,27.0,21.0,0.0,3.0,2024
2024-05-20,Lyon,Clay,A,R32,Dominik Koepfer,67.0,Javier Barranco Cosano,254.0,6-4 6-7(4) 6-4,3,154.0,3.0,3.0,94.0,57.0,43.0,3.0,4.0,2.0,4.0,111.0,71.0,49.0,7.0,10.0,2024
2024-05-20,Lyon,Clay,A,R32,Thiago Seyboth Wild,58.0,Pedro Martinez,49.0,6-4 6-1,3,78.0,6.0,2.0,50.0,26.0,19.0,1.0,3.0,0.0,4.0,58.0,45.0,24.0,2.0,7.0,2024
2024-05-20,Lyon,Clay,A,R32,Tomas Martin Etcheverry,29.0,Nikolas Sanchez Izquierdo,260.0,1-6 6-2 6-2,3,159.0,4.0,2.0,78.0,46.0,31.0,7.0,11.0,2.0,4.0,81.0,52.0,32.0,4.0,10.0,2024
2024-05-20,Lyon,Clay,A,R32,Luciano Darderi,47.0,Taro Daniel,81.0,7-5 7-6(3),3,117.0,6.0,2.0,87.0,45.0,34.0,4.0,7.0,9.0,3.0,75.0,41.0,29.0,5.0,9.0,2024
2024-05-20,Lyon,Clay,A,R32,Arthur Rinderknech,73.0,Daniel Evans,60.0,6-3 4-6 7-6(6),3,179.0,20.0,2.0,93.0,61.0,48.0,6.0,8.0,4.0,4.0,114.0,60.0,42.0,7.0,10.0,2024
2024-05-20,Lyon,Clay,A,R32,Frances Tiafoe,26.0,Jaume Munar,63.0,7-6(5) 6-4,3,116.0,3.0,0.0,68.0,39.0,30.0,4.0,6.0,6.0,6.0,83.0,59.0,42.0,3.0,6.0,2024
2024-05-20,Lyon,Clay,A,R32,Yoshihito Nishioka,72.0,Sebastian Fanselow,316.0,6-0 6-1,3,62.0,0.0,0.0,37.0,25.0,19.0,1.0,1.0,1.0,3.0,49.0,27.0,15.0,6.0,11.0,2024
2024-05-20,Lyon,Clay,A,R32,Giovanni Mpetshi Perricard,117.0,Lorenzo Sonego,50.0,6-3 6-4,3,79.0,8.0,0.0,50.0,34.0,28.0,0.0,0.0,2.0,3.0,53.0,37.0,28.0,2.0,4.0,2024
2024-05-20,Lyon,Clay,A,R32,Hugo Gaston,104.0,Daniel Elahi Galan,105.0,7-6(2) 7-6(4),3,155.0,3.0,2.0,96.0,48.0,34.0,8.0,11.0,4.0,2.0,108.0,68.0,42.0,9.0,12.0,2024
2024-05-20,Lyon,Clay,A,R32,Pavel Kotov,57.0,Pedro Cachin,106.0,6-1 6-4,3,69.0,6.0,1.0,38.0,24.0,22.0,0.0,0.0,0.0,2.0,53.0,32.0,18.0,2.0,6.0,2024
2024-05-20,Lyon,Clay,A,R32,Alexandre Muller,90.0,Richard Gasquet,124.0,6-4 6-4,3,101.0,3.0,1.0,65.0,39.0,27.0,4.0,5.0,7.0,4.0,71.0,40.0,27.0,6.0,9.0,2024
2024-05-20,Lyon,Clay,A,R32,Aleksandar Vukic,93.0,Mackenzie Mcdonald,74.0,6-2 6-2,3,75.0,8.0,0.0,46.0,25.0,21.0,2.0,3.0,1.0,2.0,56.0,36.0,19.0,3.0,8.0,2024
2024-05-27,Roland Garros,Clay,G,F,Carlos Alcaraz,3.0,Alexander Zverev,4.0,6-3 2-6 5-7 6-1 6-2,5,,3.0,6.0,159.0,96.0,62.0,17.0,23.0,8.0,6.0,133.0,97.0,61.0,7.0,16.0,2024
2024-05-27,Roland Garros,Clay,G,SF,Carlos Alcaraz,3.0,Jannik Sinner,2.0,2-6 6-3 3-6 6-4 6-3,5,,8.0,7.0,157.0,103.0,68.0,4.0,10.0,7.0,8.0,135.0,76.0,56.0,8.0,14.0,2024
2024-05-27,Roland Garros,Clay,G,SF,Alexander Zverev,4.0,Casper Ruud,7.0,2-6 6-2 6-4 6-2,5,,19.0,4.0,82.0,56.0,48.0,1.0,3.0,4.0,0.0,106.0,71.0,49.0,7.0,12.0,2024
2024-05-27,Roland Garros,Clay,G,QF,Casper Ruud,7.0,Novak Djokovic,1.0,W/O,5,,,,,,,,,,,,,,,,2024
2024-05-27,Roland Garros,Clay,G,QF,Jannik Sinner,2.0,Grigor Dimitrov,10.0,6-2 6-4 7-6(3),5,,8.0,0.0,89.0,53.0,43.0,1.0,2.0,5.0,5.0,106.0,67.0,45.0,6.0,10.0,2024
2024-05-27,Roland Garros,Clay,G,QF,Carlos Alcaraz,3.0,Stefanos Tsitsipas,9.0,6-3 7-6(3) 6-4,5,,3.0,1.0,84.0,61.0,45.0,1.0,2.0,2.0,4.0,98.0,60.0,39.0,2.0,6.0,2024
2024-05-27,Roland Garros,Clay,G,QF,Alexander Zverev,4.0,Alex De Minaur,11.0,6-4 7-6(5) 6-4,5,,2.0,5.0,110.0,76.0,53.0,5.0,8.0,3.0,4.0,91.0,45.0,28.0,1.0,6.0,2024
2024-05-27,Roland Garros,Clay,G,R16,Novak Djokovic,1.0,Francisco Cerundolo,27.0,6-1 5-7 3-6 7-5 6-3,5,,6.0,2.0,183.0,123.0,85.0,15.0,19.0,3.0,2.0,146.0,95.0,58.0,5.0,11.0,2024
2024-05-27,Roland Garros,Clay,G,R16,Jannik Sinner,2.0,Corentin Moutet,79.0,2-6 6-3 6-2 6-1,5,,5.0,5.0,95.0,62.0,45.0,2.0,6.0,1.0,2.0,99.0,71.0,39.0,6.0,14.0,2024
2024-05-27,Roland Garros,Clay,G,R16,Carlos Alcaraz,3.0,Felix Auger Aliassime,21.0,6-3 6-3 6-1,5,,1.0,2.0,79.0,53.0,40.0,4.0,5.0,0.0,5.0,84.0,48.0,29.0,10.0,16.0,2024
2024-05-27,Roland Garros,Clay,G,R16,Alexander Zverev,4.0,Holger Rune,13.0,4-6 6-1 5-7 7-6(2) 6-2,5,,16.0,3.0,137.0,96.0,74.0,4.0,10.0,10.0,3.0,168.0,96.0,63.0,15.0,23.0,2024
2024-05-27,Roland Garros,Clay,G,R16,Alex De Minaur,11.0,Daniil Medvedev,5.0,4-6 6-2 6-1 6-3,5,,7.0,3.0,101.0,55.0,42.0,8.0,10.0,7.0,2.0,114.0,65.0,40.0,7.0,14.0,2024
2024-05-27,Roland Garros,Clay,G,R16,Casper Ruud,7.0,Taylor Fritz,12.0,7-6(6) 3-6 6-4 6-2,5,,11.0,7.0,128.0,75.0,52.0,8.0,12.0,19.0,4.0,163.0,91.0,65.0,21.0,27.0,2024
2024-05-27,Roland Garros,Clay,G,R16,Grigor Dimitrov,10.0,Hubert Hurkacz,8.0,7-6(5) 6-4 7-6(3),5,,4.0,4.0,114.0,71.0,55.0,6.0,7.0,20.0,1.0,120.0,77.0,56.0,6.0,8.0,2024
2024-05-27,Roland Garros,Clay,G,R16,Stefanos Tsitsipas,9.0,Matteo Arnaldi,35.0,3-6 7-6(4) 6-2 6-2,5,,7.0,5.0,116.0,77.0,57.0,4.0,6.0,7.0,2.0,151.0,88.0,57.0,16.0,21.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Novak Djokovic,1.0,Lorenzo Musetti,30.0,7-5 6-7(6) 2-6 6-3 6-0,5,,5.0,2.0,139.0,91.0,63.0,0.0,5.0,1.0,2.0,145.0,87.0,52.0,6.0,15.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Jannik Sinner,2.0,Pavel Kotov,56.0,6-4 6-4 6-4,5,,4.0,1.0,83.0,52.0,41.0,1.0,1.0,1.0,1.0,101.0,66.0,47.0,10.0,13.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Carlos Alcaraz,3.0,Sebastian Korda,28.0,6-4 7-6(5) 6-3,5,,3.0,0.0,90.0,70.0,51.0,1.0,3.0,1.0,2.0,124.0,73.0,44.0,8.0,12.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Alexander Zverev,4.0,Tallon Griekspoor,25.0,3-6 6-4 6-2 4-6 7-6(3),5,,11.0,5.0,153.0,115.0,80.0,6.0,10.0,5.0,6.0,161.0,111.0,74.0,13.0,18.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Daniil Medvedev,5.0,Tomas Machac,34.0,7-6(4) 7-5 1-6 6-4,5,,14.0,9.0,149.0,93.0,61.0,10.0,15.0,3.0,2.0,136.0,86.0,52.0,5.0,10.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Matteo Arnaldi,35.0,Andrey Rublev,6.0,7-6(6) 6-2 6-4,5,,13.0,1.0,87.0,59.0,44.0,1.0,3.0,9.0,4.0,123.0,64.0,46.0,8.0,13.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Casper Ruud,7.0,Tomas Martin Etcheverry,29.0,6-4 1-6 6-2 6-2,5,,6.0,5.0,119.0,89.0,57.0,12.0,18.0,6.0,6.0,91.0,63.0,34.0,3.0,11.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Hubert Hurkacz,8.0,Denis Shapovalov,118.0,6-3 7-6(0) 4-6 6-1,5,,9.0,2.0,111.0,80.0,63.0,3.0,5.0,5.0,6.0,125.0,70.0,47.0,5.0,9.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Stefanos Tsitsipas,9.0,Zhizhen Zhang,44.0,6-3 6-3 6-1,5,,4.0,0.0,64.0,46.0,38.0,0.0,0.0,2.0,1.0,73.0,46.0,28.0,1.0,6.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Grigor Dimitrov,10.0,Zizou Bergs,104.0,6-3 7-6(4) 4-6 6-4,5,,4.0,6.0,136.0,85.0,64.0,11.0,16.0,7.0,3.0,128.0,83.0,56.0,8.0,14.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Alex De Minaur,11.0,Jan Lennard Struff,41.0,4-6 6-4 6-3 6-3,5,,5.0,3.0,141.0,84.0,55.0,11.0,15.0,7.0,6.0,105.0,54.0,31.0,3.0,10.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Taylor Fritz,12.0,Thanasi Kokkinakis,100.0,6-3 6-2 6-7(4) 5-7 6-3,5,,12.0,6.0,168.0,104.0,83.0,4.0,6.0,9.0,2.0,140.0,100.0,65.0,4.0,9.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Holger Rune,13.0,Jozef Kovalik,145.0,7-5 6-1 7-6(2),5,,5.0,8.0,100.0,53.0,38.0,4.0,6.0,1.0,6.0,103.0,64.0,35.0,6.0,11.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Francisco Cerundolo,27.0,Tommy Paul,14.0,3-6 6-3 6-3 6-2,5,,1.0,5.0,106.0,78.0,50.0,5.0,10.0,3.0,0.0,115.0,64.0,35.0,10.0,19.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Felix Auger Aliassime,21.0,Ben Shelton,15.0,6-4 6-2 6-1,5,,2.0,4.0,63.0,37.0,32.0,0.0,0.0,3.0,6.0,98.0,68.0,37.0,5.0,11.0,2024
2024-05-27,Roland Garros,Clay,G,R32,Corentin Moutet,79.0,Sebastian Ofner,45.0,3-6 6-4 6-4 6-1,5,,5.0,0.0,102.0,79.0,53.0,8.0,13.0,1.0,1.0,106.0,81.0,46.0,4.0,12.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Novak Djokovic,1.0,Roberto Carballes Baena,63.0,6-4 6-1 6-2,5,,5.0,1.0,73.0,46.0,33.0,1.0,3.0,2.0,3.0,78.0,48.0,23.0,5.0,12.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Jannik Sinner,2.0,Richard Gasquet,124.0,6-4 6-2 6-4,5,,8.0,3.0,76.0,58.0,46.0,1.0,2.0,0.0,4.0,92.0,45.0,28.0,2.0,7.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Carlos Alcaraz,3.0,Jesper De Jong,176.0,6-3 6-4 2-6 6-2,5,,2.0,2.0,112.0,78.0,50.0,7.0,12.0,2.0,7.0,124.0,72.0,40.0,10.0,18.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Alexander Zverev,4.0,David Goffin,115.0,7-6(4) 6-2 6-2,5,,8.0,3.0,82.0,59.0,46.0,2.0,2.0,3.0,5.0,102.0,58.0,41.0,6.0,10.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Daniil Medvedev,5.0,Miomir Kecmanovic,57.0,6-1 5-0 RET,5,,6.0,1.0,31.0,27.0,23.0,0.0,0.0,1.0,1.0,44.0,26.0,13.0,4.0,9.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Andrey Rublev,6.0,Pedro Martinez,48.0,6-3 6-4 6-3,5,,10.0,2.0,85.0,54.0,43.0,1.0,2.0,2.0,4.0,96.0,63.0,38.0,9.0,14.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Casper Ruud,7.0,Alejandro Davidovich Fokina,32.0,7-6(5) 1-6 6-3 4-6 6-3,5,,11.0,3.0,146.0,97.0,67.0,9.0,14.0,4.0,4.0,161.0,115.0,75.0,9.0,14.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Hubert Hurkacz,8.0,Brandon Nakashima,84.0,6-7(2) 6-1 6-3 7-6(5),5,,16.0,2.0,130.0,81.0,67.0,8.0,8.0,16.0,2.0,137.0,88.0,63.0,7.0,11.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Stefanos Tsitsipas,9.0,Daniel Altmaier,83.0,6-3 6-2 6-7(2) 6-4,5,,7.0,3.0,127.0,85.0,54.0,2.0,3.0,10.0,2.0,117.0,78.0,51.0,2.0,7.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Grigor Dimitrov,10.0,Fabian Marozsan,43.0,6-0 6-3 6-4,5,,7.0,2.0,71.0,38.0,34.0,1.0,2.0,0.0,3.0,68.0,43.0,26.0,5.0,11.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Alex De Minaur,11.0,Jaume Munar,64.0,7-5 6-1 6-4,5,,1.0,3.0,81.0,54.0,30.0,2.0,4.0,1.0,12.0,99.0,60.0,34.0,6.0,13.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Taylor Fritz,12.0,Dusan Lajovic,61.0,6-3 3-6 6-3 6-4,5,,15.0,2.0,109.0,73.0,57.0,4.0,6.0,1.0,1.0,102.0,73.0,51.0,4.0,8.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Holger Rune,13.0,Flavio Cobolli,53.0,6-4 6-3 3-6 3-6 7-6(7),5,,3.0,7.0,152.0,79.0,58.0,6.0,10.0,14.0,6.0,173.0,94.0,70.0,15.0,19.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Tommy Paul,14.0,Fabio Fognini,93.0,6-1 6-0 6-2,5,,7.0,0.0,62.0,31.0,24.0,0.0,0.0,0.0,2.0,65.0,38.0,15.0,4.0,11.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Ben Shelton,15.0,Kei Nishikori,350.0,7-6(7) 6-4 RET,5,,9.0,5.0,74.0,50.0,39.0,2.0,3.0,0.0,3.0,87.0,62.0,41.0,4.0,6.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Jozef Kovalik,145.0,Karen Khachanov,18.0,4-6 4-6 6-4 6-3 6-4,5,,9.0,3.0,159.0,98.0,60.0,13.0,18.0,11.0,7.0,146.0,92.0,67.0,7.0,13.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Jan Lennard Struff,41.0,Alexander Bublik,17.0,6-2 6-2 6-3,5,,8.0,3.0,69.0,43.0,38.0,1.0,2.0,11.0,7.0,83.0,45.0,27.0,7.0,13.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Sebastian Ofner,45.0,Sebastian Baez,20.0,3-6 3-6 6-4 7-5 7-6(5),5,,6.0,2.0,190.0,115.0,71.0,12.0,19.0,7.0,2.0,166.0,130.0,79.0,8.0,14.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Felix Auger Aliassime,21.0,Henri Squire,221.0,6-4 4-6 6-3 6-2,5,,12.0,4.0,108.0,62.0,49.0,5.0,9.0,5.0,5.0,111.0,65.0,47.0,4.0,11.0,2024
2024-05-27,Roland Garros,Clay,G,R64,Francisco Cerundolo,27.0,Filip Misolic,243.0,6-2 7-6(2) 6-0,5,,4.0,2.0,76.0,41.0,33.0,3.0,5.0,2.0,2.0,103.0,55.0,31.0,3.0,10.0,2024
