tourney_date,tourney_name,surface,tourney_level,round,winner_name,winner_rank,loser_name,loser_rank,score,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_bpSaved,l_bpFaced,year
2015-01-04,Brisbane,Hard,A,R32,John Millman,153.0,Rhyne Williams,220.0,6-3 6-1,3,65.0,6.0,2.0,44.0,24.0,19.0,1.0,1.0,3.0,4.0,50.0,31.0,20.0,1.0,5.0,2015
2015-01-04,Brisbane,Hard,A,R32,Jarkko Nieminen,73.0,Denis Kudla,123.0,4-6 6-1 6-4,3,104.0,4.0,0.0,92.0,59.0,39.0,4.0,7.0,6.0,1.0,83.0,50.0,26.0,3.0,8.0,2015
2015-01-04,Brisbane,Hard,A,R32,James Duckworth,125.0,Gilles Simon,21.0,6-2 6-2,3,68.0,4.0,0.0,45.0,27.0,20.0,2.0,3.0,2.0,1.0,56.0,37.0,22.0,10.0,15.0,2015
2015-01-04,Brisbane,Hard,A,R32,Jeremy Chardy,31.0,Andrey Golubev,72.0,6-4 6-4,3,69.0,7.0,1.0,53.0,39.0,31.0,0.0,0.0,9.0,2.0,57.0,38.0,30.0,1.0,3.0,2015
2015-01-04,Brisbane,Hard,A,R32,Martin Klizan,34.0,Jurgen Melzer,110.0,6-7(5) 7-6(6) 6-1,3,144.0,9.0,4.0,130.0,79.0,55.0,6.0,8.0,4.0,4.0,95.0,62.0,40.0,4.0,8.0,2015
2015-01-04,Brisbane,Hard,A,R32,Alexandr Dolgopolov,23.0,Carlos Berlocq,71.0,6-2 6-3,3,78.0,6.0,1.0,49.0,31.0,24.0,3.0,4.0,3.0,2.0,78.0,53.0,32.0,11.0,15.0,2015
2015-01-04,Brisbane,Hard,A,R32,Lukasz Kubot,177.0,Kevin Anderson,16.0,7-6(3) 6-4,3,110.0,6.0,5.0,78.0,51.0,35.0,3.0,5.0,12.0,3.0,76.0,43.0,30.0,4.0,7.0,2015
2015-01-04,Brisbane,Hard,A,R32,Sam Groth,85.0,Lleyton Hewitt,84.0,6-3 6-2,3,59.0,14.0,0.0,47.0,34.0,30.0,2.0,2.0,1.0,2.0,45.0,22.0,13.0,1.0,4.0,2015
2015-01-04,Brisbane,Hard,A,R32,Mikhail Kukushkin,69.0,Marius Copil,201.0,6-4 4-6 6-4,3,113.0,3.0,1.0,84.0,56.0,42.0,1.0,3.0,17.0,2.0,89.0,56.0,46.0,3.0,6.0,2015
2015-01-04,Brisbane,Hard,A,R32,Thanasi Kokkinakis,149.0,Julien Benneteau,25.0,6-4 6-3,3,75.0,9.0,1.0,52.0,30.0,25.0,1.0,2.0,5.0,3.0,52.0,33.0,23.0,1.0,4.0,2015
2015-01-04,Brisbane,Hard,A,R32,Bernard Tomic,53.0,Sam Querrey,35.0,7-5 7-6(5),3,83.0,5.0,0.0,77.0,46.0,36.0,4.0,5.0,20.0,3.0,70.0,42.0,35.0,4.0,6.0,2015
2015-01-04,Brisbane,Hard,A,R32,Steve Johnson,37.0,Marinko Matosevic,77.0,2-6 7-6(0) 7-5,3,136.0,14.0,3.0,95.0,58.0,45.0,4.0,6.0,10.0,5.0,106.0,68.0,51.0,3.0,4.0,2015
2015-01-04,Brisbane,Hard,A,R16,Roger Federer,2.0,John Millman,153.0,4-6 6-4 6-3,3,122.0,8.0,3.0,85.0,50.0,37.0,9.0,11.0,2.0,2.0,112.0,72.0,44.0,9.0,13.0,2015
2015-01-04,Brisbane,Hard,A,R16,James Duckworth,125.0,Jarkko Nieminen,73.0,4-6 7-6(5) 6-3,3,123.0,16.0,3.0,114.0,66.0,51.0,7.0,9.0,5.0,0.0,92.0,60.0,45.0,4.0,6.0,2015
2015-01-04,Brisbane,Hard,A,R16,Grigor Dimitrov,11.0,Jeremy Chardy,31.0,3-6 6-4 7-6(8),3,148.0,10.0,3.0,107.0,64.0,46.0,5.0,7.0,9.0,6.0,126.0,78.0,60.0,12.0,13.0,2015
2015-01-04,Brisbane,Hard,A,R16,Martin Klizan,34.0,Alexandr Dolgopolov,23.0,1-6 7-6(6) 7-6(7),3,147.0,4.0,5.0,116.0,73.0,46.0,5.0,10.0,16.0,2.0,103.0,68.0,51.0,1.0,4.0,2015
2015-01-04,Brisbane,Hard,A,R16,Sam Groth,85.0,Lukasz Kubot,177.0,6-4 6-7(2) 7-6(3),3,148.0,21.0,2.0,111.0,80.0,62.0,2.0,2.0,14.0,5.0,112.0,75.0,58.0,6.0,7.0,2015
2015-01-04,Brisbane,Hard,A,R16,Milos Raonic,8.0,Mikhail Kukushkin,69.0,6-3 6-4,3,61.0,17.0,4.0,48.0,31.0,28.0,0.0,0.0,1.0,1.0,54.0,32.0,22.0,2.0,4.0,2015
2015-01-04,Brisbane,Hard,A,R16,Bernard Tomic,53.0,Thanasi Kokkinakis,149.0,7-6(2) 6-1,3,79.0,8.0,1.0,72.0,51.0,38.0,0.0,0.0,7.0,3.0,61.0,32.0,23.0,3.0,5.0,2015
2015-01-04,Brisbane,Hard,A,R16,Kei Nishikori,5.0,Steve Johnson,37.0,6-4 7-5,3,81.0,7.0,1.0,67.0,45.0,34.0,2.0,2.0,6.0,1.0,61.0,33.0,24.0,1.0,3.0,2015
2015-01-04,Brisbane,Hard,A,QF,Roger Federer,2.0,James Duckworth,125.0,6-0 6-1,3,41.0,12.0,2.0,30.0,21.0,19.0,0.0,0.0,0.0,1.0,38.0,25.0,8.0,2.0,8.0,2015
2015-01-04,Brisbane,Hard,A,QF,Grigor Dimitrov,11.0,Martin Klizan,34.0,6-3 6-4,3,73.0,7.0,2.0,57.0,34.0,26.0,1.0,3.0,3.0,1.0,53.0,37.0,24.0,1.0,5.0,2015
2015-01-04,Brisbane,Hard,A,QF,Milos Raonic,8.0,Sam Groth,85.0,7-6(5) 3-6 7-6(2),3,121.0,15.0,2.0,96.0,65.0,53.0,4.0,5.0,22.0,1.0,98.0,74.0,58.0,0.0,0.0,2015
2015-01-04,Brisbane,Hard,A,QF,Kei Nishikori,5.0,Bernard Tomic,53.0,6-0 6-4,3,59.0,5.0,1.0,38.0,26.0,24.0,0.0,0.0,10.0,2.0,68.0,41.0,26.0,12.0,16.0,2015
2015-01-04,Brisbane,Hard,A,SF,Roger Federer,2.0,Grigor Dimitrov,11.0,6-2 6-2,3,53.0,1.0,1.0,48.0,33.0,27.0,4.0,4.0,4.0,1.0,48.0,30.0,19.0,3.0,7.0,2015
2015-01-04,Brisbane,Hard,A,SF,Milos Raonic,8.0,Kei Nishikori,5.0,6-7(4) 7-6(4) 7-6(4),3,153.0,34.0,3.0,122.0,84.0,72.0,3.0,3.0,6.0,3.0,116.0,82.0,69.0,3.0,3.0,2015
2015-01-04,Brisbane,Hard,A,F,Roger Federer,2.0,Milos Raonic,8.0,6-4 6-7(2) 6-4,3,133.0,21.0,0.0,100.0,64.0,51.0,5.0,6.0,14.0,4.0,108.0,58.0,44.0,4.0,7.0,2015
2015-01-05,Chennai,Hard,A,R32,Borna Coric,95.0,Robin Haase,80.0,6-2 6-2,3,66.0,4.0,1.0,48.0,26.0,21.0,4.0,5.0,1.0,0.0,46.0,27.0,14.0,2.0,7.0,2015
2015-01-05,Chennai,Hard,A,R32,Elias Ymer,227.0,Igor Sijsling,81.0,6-4 4-6 6-3,3,106.0,3.0,2.0,80.0,55.0,39.0,4.0,7.0,3.0,7.0,98.0,62.0,43.0,4.0,8.0,2015
2015-01-05,Chennai,Hard,A,R32,Gilles Muller,46.0,Edouard Roger-Vasselin,116.0,6-7(11) 6-1 7-6(3),3,143.0,29.0,4.0,100.0,65.0,49.0,3.0,4.0,4.0,3.0,101.0,69.0,50.0,1.0,5.0,2015
2015-01-05,Chennai,Hard,A,R32,Ricardas Berankis,83.0,Luca Vanni,148.0,6-1 2-6 7-5,3,109.0,4.0,3.0,76.0,46.0,33.0,3.0,6.0,11.0,1.0,81.0,46.0,30.0,2.0,7.0,2015
2015-01-05,Chennai,Hard,A,R32,Jiri Vesely,65.0,N Vijay Sundar Prashanth,557.0,6-2 6-1,3,67.0,4.0,1.0,39.0,23.0,20.0,0.0,0.0,0.0,0.0,55.0,28.0,12.0,5.0,10.0,2015
2015-01-05,Chennai,Hard,A,R32,Andreas Haider Maurer,79.0,Marcel Granollers,55.0,3-6 7-6(6) 2-0 RET,3,134.0,3.0,4.0,91.0,43.0,32.0,6.0,9.0,5.0,2.0,74.0,38.0,29.0,4.0,6.0,2015
2015-01-05,Chennai,Hard,A,R32,Yen Hsun Lu,38.0,Somdev Devvarman,136.0,6-3 6-4,3,80.0,2.0,0.0,54.0,31.0,22.0,1.0,3.0,3.0,1.0,61.0,38.0,22.0,7.0,11.0,2015
2015-01-05,Chennai,Hard,A,R32,Pablo Carreno Busta,49.0,Alejandro Gonzalez,109.0,6-1 6-3,3,60.0,1.0,1.0,46.0,23.0,20.0,3.0,4.0,2.0,2.0,45.0,24.0,12.0,3.0,8.0,2015
2015-01-05,Chennai,Hard,A,R32,Peter Gojowczyk,102.0,Alejandro Falla,113.0,6-0 6-1,3,43.0,2.0,0.0,42.0,21.0,18.0,3.0,3.0,0.0,0.0,36.0,20.0,9.0,1.0,6.0,2015
2015-01-05,Chennai,Hard,A,R32,Guillermo Garcia Lopez,36.0,Evgeny Donskoy,129.0,6-7(3) 6-2 6-3,3,115.0,4.0,1.0,75.0,41.0,31.0,3.0,5.0,6.0,6.0,94.0,51.0,31.0,5.0,11.0,2015
2015-01-05,Chennai,Hard,A,R32,Tatsuma Ito,87.0,Ramkumar Ramanathan,285.0,6-3 6-3,3,81.0,2.0,1.0,52.0,38.0,33.0,2.0,2.0,9.0,4.0,77.0,40.0,30.0,8.0,11.0,2015
2015-01-05,Chennai,Hard,A,R32,Aljaz Bedene,156.0,Lukas Lacko,88.0,7-6(0) 6-3,3,96.0,11.0,4.0,79.0,40.0,37.0,3.0,3.0,5.0,2.0,74.0,49.0,35.0,6.0,7.0,2015
2015-01-05,Chennai,Hard,A,R16,Stan Wawrinka,4.0,Borna Coric,95.0,6-1 6-4,3,71.0,4.0,1.0,48.0,26.0,24.0,0.0,0.0,2.0,0.0,54.0,28.0,18.0,5.0,8.0,2015
2015-01-05,Chennai,Hard,A,R16,Gilles Muller,46.0,Elias Ymer,227.0,6-4 6-3,3,80.0,6.0,2.0,68.0,37.0,31.0,7.0,7.0,2.0,3.0,46.0,35.0,30.0,0.0,2.0,2015
2015-01-05,Chennai,Hard,A,R16,David Goffin,22.0,Ricardas Berankis,83.0,6-0 4-6 7-6(1),3,116.0,12.0,4.0,78.0,46.0,38.0,2.0,4.0,1.0,4.0,101.0,74.0,48.0,6.0,10.0,2015
2015-01-05,Chennai,Hard,A,R16,Andreas Haider Maurer,79.0,Jiri Vesely,65.0,6-7(3) 6-4 6-4,3,126.0,13.0,7.0,97.0,67.0,49.0,3.0,4.0,14.0,4.0,100.0,67.0,53.0,2.0,5.0,2015
2015-01-05,Chennai,Hard,A,R16,Yen Hsun Lu,38.0,Pablo Carreno Busta,49.0,6-4 6-4,3,74.0,7.0,2.0,58.0,39.0,30.0,4.0,5.0,7.0,2.0,67.0,48.0,32.0,4.0,7.0,2015
2015-01-05,Chennai,Hard,A,R16,Roberto Bautista Agut,15.0,Peter Gojowczyk,102.0,6-3 6-2,3,71.0,6.0,4.0,61.0,35.0,23.0,6.0,8.0,5.0,2.0,47.0,27.0,16.0,1.0,6.0,2015
2015-01-05,Chennai,Hard,A,R16,Guillermo Garcia Lopez,36.0,Tatsuma Ito,87.0,6-7(1) 6-2 6-0,3,126.0,8.0,2.0,87.0,49.0,35.0,4.0,7.0,5.0,7.0,98.0,58.0,34.0,10.0,18.0,2015
2015-01-05,Chennai,Hard,A,R16,Aljaz Bedene,156.0,Feliciano Lopez,14.0,6-4 6-4,3,86.0,7.0,1.0,57.0,38.0,33.0,1.0,1.0,6.0,2.0,75.0,42.0,28.0,8.0,10.0,2015
2015-01-05,Chennai,Hard,A,QF,Stan Wawrinka,4.0,Gilles Muller,46.0,6-2 7-6(4),3,86.0,4.0,0.0,61.0,39.0,31.0,3.0,4.0,1.0,4.0,71.0,38.0,26.0,3.0,6.0,2015
2015-01-05,Chennai,Hard,A,QF,David Goffin,22.0,Andreas Haider Maurer,79.0,7-5 6-2,3,72.0,7.0,1.0,50.0,25.0,21.0,0.0,1.0,6.0,2.0,62.0,39.0,25.0,3.0,7.0,2015
2015-01-05,Chennai,Hard,A,QF,Roberto Bautista Agut,15.0,Yen Hsun Lu,38.0,7-6(7) 6-4,3,109.0,3.0,0.0,73.0,47.0,34.0,2.0,3.0,5.0,1.0,85.0,47.0,34.0,4.0,6.0,2015
2015-01-05,Chennai,Hard,A,QF,Aljaz Bedene,156.0,Guillermo Garcia Lopez,36.0,2-6 6-3 6-2,3,116.0,11.0,1.0,99.0,64.0,44.0,8.0,11.0,3.0,4.0,73.0,37.0,24.0,3.0,7.0,2015
2015-01-05,Chennai,Hard,A,SF,Stan Wawrinka,4.0,David Goffin,22.0,7-5 6-3,3,91.0,6.0,1.0,72.0,37.0,26.0,7.0,8.0,3.0,2.0,69.0,38.0,29.0,7.0,10.0,2015
2015-01-05,Chennai,Hard,A,SF,Aljaz Bedene,156.0,Roberto Bautista Agut,15.0,3-6 6-3 7-6(8),3,163.0,15.0,3.0,125.0,64.0,45.0,10.0,15.0,2.0,2.0,99.0,68.0,43.0,5.0,10.0,2015
2015-01-05,Chennai,Hard,A,F,Stan Wawrinka,4.0,Aljaz Bedene,156.0,6-3 6-4,3,70.0,2.0,1.0,59.0,39.0,29.0,0.0,0.0,7.0,2.0,52.0,33.0,25.0,2.0,4.0,2015
2015-01-05,Doha,Hard,A,R32,Novak Djokovic,1.0,Dusan Lajovic,68.0,6-2 6-1,3,59.0,3.0,2.0,50.0,35.0,24.0,3.0,4.0,0.0,2.0,43.0,27.0,13.0,1.0,6.0,2015
2015-01-05,Doha,Hard,A,R32,Sergiy Stakhovsky,57.0,Jabor Al Mutawa,,6-1 6-1,3,46.0,7.0,3.0,52.0,35.0,28.0,2.0,2.0,1.0,3.0,38.0,23.0,11.0,3.0,8.0,2015
2015-01-05,Doha,Hard,A,R32,Nikoloz Basilashvili,171.0,Mikhail Youzhny,47.0,7-5 6-2,3,77.0,2.0,0.0,53.0,35.0,26.0,1.0,3.0,1.0,4.0,65.0,36.0,25.0,4.0,9.0,2015
2015-01-05,Doha,Hard,A,R32,Ivo Karlovic,27.0,Lukas Rosol,30.0,7-6(4) 6-3,3,92.0,27.0,0.0,77.0,47.0,38.0,8.0,8.0,7.0,3.0,75.0,48.0,36.0,5.0,6.0,2015
2015-01-05,Doha,Hard,A,R32,David Ferrer,10.0,Thiemo De Bakker,141.0,6-7(4) 6-4 6-3,3,138.0,5.0,2.0,87.0,43.0,31.0,1.0,3.0,13.0,1.0,118.0,63.0,47.0,7.0,12.0,2015
2015-01-05,Doha,Hard,A,R32,Fernando Verdasco,33.0,Teymuraz Gabashvili,66.0,4-6 6-3 7-6(4),3,144.0,8.0,5.0,123.0,99.0,70.0,8.0,9.0,12.0,4.0,101.0,69.0,58.0,9.0,10.0,2015
2015-01-05,Doha,Hard,A,R32,Dustin Brown,98.0,Paolo Lorenzi,63.0,7-6(3) 6-3,3,81.0,6.0,2.0,68.0,44.0,31.0,1.0,3.0,0.0,3.0,65.0,44.0,26.0,2.0,5.0,2015
2015-01-05,Doha,Hard,A,R32,Jan Lennard Struff,58.0,Philipp Kohlschreiber,24.0,7-6(3) 4-6 6-1,3,116.0,7.0,0.0,95.0,59.0,52.0,5.0,6.0,7.0,1.0,90.0,65.0,45.0,4.0,6.0,2015
2015-01-05,Doha,Hard,A,R32,Richard Gasquet,26.0,Pablo Andujar,41.0,6-3 7-5,3,93.0,8.0,4.0,64.0,43.0,33.0,4.0,5.0,1.0,1.0,68.0,51.0,34.0,4.0,7.0,2015
2015-01-05,Doha,Hard,A,R32,Simone Bolelli,52.0,Benjamin Becker,40.0,6-3 7-6(2),3,90.0,10.0,1.0,61.0,43.0,34.0,1.0,2.0,7.0,0.0,80.0,51.0,31.0,5.0,7.0,2015
2015-01-05,Doha,Hard,A,R32,Blaz Kavcic,99.0,Juan Monaco,61.0,7-6(3) 6-4,3,114.0,4.0,1.0,79.0,58.0,42.0,4.0,5.0,4.0,1.0,78.0,54.0,33.0,4.0,6.0,2015
2015-01-05,Doha,Hard,A,R32,Tomas Berdych,7.0,Denis Istomin,48.0,6-1 6-4,3,63.0,9.0,0.0,45.0,24.0,23.0,0.0,0.0,0.0,0.0,47.0,27.0,17.0,4.0,7.0,2015
2015-01-05,Doha,Hard,A,R32,Andreas Seppi,45.0,Leonardo Mayer,28.0,5-7 7-6(4) 7-6(4),3,164.0,5.0,2.0,113.0,68.0,55.0,4.0,5.0,12.0,5.0,130.0,77.0,61.0,6.0,6.0,2015
2015-01-05,Doha,Hard,A,R32,Joao Souza,117.0,Malek Jaziri,74.0,3-6 6-4 6-3,3,98.0,8.0,0.0,72.0,51.0,42.0,4.0,5.0,3.0,3.0,75.0,35.0,27.0,1.0,3.0,2015
2015-01-05,Doha,Hard,A,R32,Ivan Dodig,89.0,Mohamed Safwat,289.0,6-3 6-1,3,51.0,8.0,0.0,36.0,24.0,23.0,0.0,0.0,0.0,2.0,48.0,29.0,18.0,0.0,4.0,2015
2015-01-05,Doha,Hard,A,R32,Michael Berrer,127.0,Rafael Nadal,3.0,1-6 6-3 6-4,3,116.0,6.0,2.0,89.0,68.0,47.0,10.0,12.0,2.0,1.0,72.0,48.0,34.0,2.0,4.0,2015
2015-01-05,Doha,Hard,A,R16,Novak Djokovic,1.0,Sergiy Stakhovsky,57.0,6-2 6-1,3,61.0,5.0,2.0,51.0,34.0,29.0,3.0,3.0,3.0,1.0,48.0,26.0,16.0,3.0,7.0,2015
2015-01-05,Doha,Hard,A,R16,Ivo Karlovic,27.0,Nikoloz Basilashvili,171.0,7-6(3) 6-3,3,83.0,19.0,0.0,61.0,43.0,36.0,1.0,2.0,4.0,5.0,78.0,48.0,33.0,7.0,9.0,2015
2015-01-05,Doha,Hard,A,R16,David Ferrer,10.0,Fernando Verdasco,33.0,6-3 6-2,3,78.0,2.0,3.0,46.0,31.0,23.0,1.0,2.0,1.0,4.0,74.0,48.0,27.0,8.0,13.0,2015
2015-01-05,Doha,Hard,A,R16,Dustin Brown,98.0,Jan Lennard Struff,58.0,7-6(9) 6-4,3,86.0,15.0,4.0,82.0,60.0,50.0,1.0,1.0,8.0,1.0,75.0,50.0,38.0,4.0,5.0,2015
2015-01-05,Doha,Hard,A,R16,Richard Gasquet,26.0,Simone Bolelli,52.0,6-3 6-2,3,65.0,6.0,1.0,42.0,33.0,27.0,0.0,1.0,3.0,0.0,57.0,40.0,23.0,4.0,8.0,2015
2015-01-05,Doha,Hard,A,R16,Tomas Berdych,7.0,Blaz Kavcic,99.0,6-1 6-2,3,58.0,4.0,0.0,45.0,29.0,23.0,0.0,0.0,1.0,3.0,47.0,34.0,21.0,1.0,5.0,2015
2015-01-05,Doha,Hard,A,R16,Andreas Seppi,45.0,Joao Souza,117.0,7-5 6-2,3,72.0,7.0,0.0,54.0,37.0,30.0,4.0,5.0,3.0,0.0,58.0,34.0,24.0,4.0,8.0,2015
2015-01-05,Doha,Hard,A,R16,Ivan Dodig,89.0,Michael Berrer,127.0,7-6(1) 6-2,3,83.0,7.0,0.0,57.0,35.0,28.0,1.0,1.0,7.0,3.0,75.0,56.0,36.0,5.0,7.0,2015
2015-01-05,Doha,Hard,A,QF,Ivo Karlovic,27.0,Novak Djokovic,1.0,6-7(2) 7-6(6) 6-4,3,136.0,21.0,3.0,99.0,73.0,62.0,0.0,0.0,11.0,2.0,112.0,81.0,61.0,3.0,4.0,2015
2015-01-05,Doha,Hard,A,QF,David Ferrer,10.0,Dustin Brown,98.0,6-2 6-2,3,69.0,1.0,3.0,65.0,45.0,31.0,5.0,6.0,2.0,7.0,55.0,33.0,21.0,5.0,10.0,2015
2015-01-05,Doha,Hard,A,QF,Tomas Berdych,7.0,Richard Gasquet,26.0,6-2 6-1,3,58.0,5.0,2.0,50.0,31.0,26.0,1.0,1.0,1.0,1.0,37.0,27.0,14.0,3.0,7.0,2015
2015-01-05,Doha,Hard,A,QF,Andreas Seppi,45.0,Ivan Dodig,89.0,7-5 6-4,3,92.0,3.0,2.0,78.0,38.0,32.0,5.0,8.0,3.0,2.0,62.0,36.0,18.0,2.0,7.0,2015
2015-01-05,Doha,Hard,A,SF,David Ferrer,10.0,Ivo Karlovic,27.0,6-7(2) 7-6(5) 7-6(4),3,152.0,5.0,0.0,122.0,97.0,76.0,2.0,2.0,30.0,1.0,117.0,81.0,67.0,3.0,3.0,2015
2015-01-05,Doha,Hard,A,SF,Tomas Berdych,7.0,Andreas Seppi,45.0,6-2 6-3,3,73.0,3.0,2.0,56.0,38.0,32.0,3.0,3.0,2.0,1.0,58.0,36.0,26.0,6.0,9.0,2015
2015-01-05,Doha,Hard,A,F,David Ferrer,10.0,Tomas Berdych,7.0,6-4 7-5,3,90.0,1.0,3.0,63.0,42.0,30.0,6.0,8.0,6.0,3.0,59.0,36.0,27.0,4.0,8.0,2015
2015-01-11,Sydney,Hard,A,R32,Juan Martin del Potro,338.0,Sergiy Stakhovsky,69.0,6-3 7-6(4),3,81.0,7.0,0.0,61.0,41.0,37.0,0.0,0.0,7.0,3.0,58.0,31.0,23.0,1.0,2.0,2015
2015-01-11,Sydney,Hard,A,R32,Mikhail Kukushkin,66.0,Denis Istomin,48.0,6-3 7-6(1),3,88.0,4.0,2.0,66.0,32.0,22.0,2.0,4.0,3.0,0.0,63.0,42.0,32.0,2.0,5.0,2015
2015-01-11,Sydney,Hard,A,R32,Pablo Cuevas,29.0,Nicolas Almagro,67.0,7-6(5) 6-4,3,95.0,12.0,3.0,73.0,42.0,35.0,2.0,2.0,13.0,1.0,84.0,56.0,42.0,4.0,5.0,2015
2015-01-11,Sydney,Hard,A,R32,Vasek Pospisil,55.0,Andreas Seppi,43.0,6-3 7-6(4),3,72.0,10.0,1.0,66.0,42.0,35.0,2.0,3.0,5.0,1.0,59.0,34.0,26.0,3.0,5.0,2015
2015-01-11,Sydney,Hard,A,R32,Jerzy Janowicz,42.0,Nick Kyrgios,50.0,6-1 6-7(6) 7-6(5),3,122.0,14.0,6.0,113.0,77.0,64.0,5.0,5.0,17.0,1.0,99.0,66.0,50.0,2.0,4.0,2015
2015-01-11,Sydney,Hard,A,R32,Leonardo Mayer,28.0,Benjamin Becker,38.0,7-6(3) 6-2,3,74.0,6.0,0.0,53.0,34.0,28.0,0.0,0.0,6.0,0.0,69.0,42.0,35.0,7.0,9.0,2015
2015-01-11,Sydney,Hard,A,R32,Jeremy Chardy,31.0,Sam Querrey,35.0,6-4 6-4,3,65.0,6.0,2.0,58.0,44.0,34.0,3.0,3.0,10.0,2.0,61.0,39.0,31.0,4.0,6.0,2015
2015-01-11,Sydney,Hard,A,R32,Gilles Muller,45.0,Sam Groth,81.0,3-6 6-3 7-6(6),3,116.0,12.0,7.0,97.0,68.0,53.0,5.0,8.0,22.0,4.0,91.0,67.0,51.0,1.0,4.0,2015
2015-01-11,Sydney,Hard,A,R32,Bernard Tomic,71.0,Igor Sijsling,83.0,6-1 6-2,3,43.0,8.0,0.0,42.0,34.0,29.0,0.0,0.0,2.0,2.0,41.0,24.0,14.0,2.0,6.0,2015
2015-01-11,Sydney,Hard,A,R32,Viktor Troicki,92.0,Martin Klizan,34.0,6-2 6-3,3,48.0,8.0,1.0,42.0,29.0,28.0,0.0,0.0,3.0,2.0,46.0,30.0,19.0,1.0,4.0,2015
2015-01-11,Sydney,Hard,A,R32,Pablo Andujar,40.0,Jarkko Nieminen,70.0,6-2 6-2,3,71.0,1.0,0.0,56.0,42.0,27.0,9.0,9.0,4.0,2.0,59.0,39.0,25.0,7.0,11.0,2015
2015-01-11,Sydney,Hard,A,R32,Simone Bolelli,51.0,Marinko Matosevic,80.0,6-3 6-2,3,55.0,7.0,0.0,45.0,33.0,27.0,0.0,0.0,5.0,3.0,45.0,27.0,18.0,0.0,3.0,2015
2015-01-11,Sydney,Hard,A,R16,Juan Martin del Potro,338.0,Fabio Fognini,18.0,4-6 6-2 6-2,3,108.0,11.0,1.0,75.0,47.0,38.0,4.0,6.0,9.0,4.0,81.0,39.0,23.0,5.0,10.0,2015
2015-01-11,Sydney,Hard,A,R16,Mikhail Kukushkin,66.0,Pablo Cuevas,29.0,7-5 7-5,3,109.0,7.0,1.0,87.0,51.0,34.0,6.0,7.0,6.0,4.0,82.0,48.0,35.0,5.0,8.0,2015
2015-01-11,Sydney,Hard,A,R16,Julien Benneteau,27.0,Vasek Pospisil,55.0,7-6(3) 6-3,3,91.0,5.0,0.0,62.0,42.0,34.0,0.0,0.0,4.0,3.0,73.0,42.0,30.0,6.0,7.0,2015
2015-01-11,Sydney,Hard,A,R16,Leonardo Mayer,28.0,Jerzy Janowicz,42.0,4-6 6-1 7-6(3),3,126.0,13.0,3.0,102.0,59.0,47.0,4.0,5.0,9.0,2.0,88.0,58.0,39.0,2.0,4.0,2015
2015-01-11,Sydney,Hard,A,R16,Gilles Muller,45.0,Jeremy Chardy,31.0,2-6 7-6(1) 6-4,3,114.0,15.0,1.0,98.0,63.0,48.0,6.0,8.0,19.0,4.0,80.0,51.0,40.0,5.0,6.0,2015
2015-01-11,Sydney,Hard,A,R16,Bernard Tomic,71.0,Philipp Kohlschreiber,24.0,6-3 6-4,3,60.0,8.0,1.0,57.0,38.0,31.0,2.0,2.0,4.0,0.0,43.0,27.0,21.0,2.0,4.0,2015
2015-01-11,Sydney,Hard,A,R16,Viktor Troicki,92.0,Pablo Andujar,40.0,4-6 6-3 6-3,3,115.0,13.0,1.0,79.0,46.0,36.0,3.0,6.0,1.0,5.0,91.0,59.0,36.0,5.0,10.0,2015
2015-01-11,Sydney,Hard,A,R16,Simone Bolelli,51.0,David Goffin,22.0,6-3 6-3,3,66.0,5.0,2.0,56.0,36.0,28.0,2.0,2.0,3.0,5.0,49.0,26.0,18.0,3.0,6.0,2015
2015-01-11,Sydney,Hard,A,QF,Mikhail Kukushkin,66.0,Juan Martin del Potro,338.0,7-6(5) 7-6(3),3,116.0,3.0,1.0,78.0,49.0,37.0,0.0,0.0,13.0,0.0,72.0,52.0,43.0,0.0,0.0,2015
2015-01-11,Sydney,Hard,A,QF,Leonardo Mayer,28.0,Julien Benneteau,27.0,6-3 7-6(4),3,90.0,12.0,3.0,71.0,49.0,41.0,4.0,4.0,2.0,2.0,62.0,46.0,32.0,0.0,1.0,2015
2015-01-11,Sydney,Hard,A,QF,Gilles Muller,45.0,Bernard Tomic,71.0,7-6(3) 7-6(13),3,103.0,25.0,0.0,83.0,66.0,57.0,2.0,2.0,15.0,1.0,87.0,66.0,52.0,3.0,3.0,2015
2015-01-11,Sydney,Hard,A,QF,Viktor Troicki,92.0,Simone Bolelli,51.0,6-3 3-6 7-5,3,128.0,16.0,0.0,82.0,55.0,47.0,1.0,3.0,2.0,3.0,118.0,83.0,53.0,11.0,14.0,2015
2015-01-11,Sydney,Hard,A,SF,Mikhail Kukushkin,66.0,Leonardo Mayer,28.0,6-4 6-4,3,102.0,4.0,2.0,75.0,32.0,27.0,11.0,11.0,8.0,3.0,71.0,46.0,33.0,4.0,6.0,2015
2015-01-11,Sydney,Hard,A,SF,Viktor Troicki,92.0,Gilles Muller,45.0,6-2 6-4,3,64.0,13.0,1.0,52.0,33.0,27.0,0.0,0.0,9.0,2.0,51.0,29.0,19.0,4.0,7.0,2015
